Algoritmo,Tamanho do número,Tempo para gerar
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
Xorshift,4096 bits,0 ms
